p,failure_rate,best_p,best_p_error,best_number_of_series,best_p_step,best_q_step,best_span,latest_p,latest_p_error,latest_number_of_series,latest_p_step,latest_q_step,latest_span,candidates
0.73,0.1,0.5,0.0,200.0,1.0,2.0,2.0,0.5,0.0,200.0,1.0,2.0,2.0, [0.145000 1表 1裏 1目 1～2局 1試] [0.080000 1表 1裏 2目 2～4局 200試] [0.000000 1表 2裏 2目 1～4局 200試]
0.74,0.1,0.5,0.0,200.0,1.0,3.0,3.0,0.5,0.0,200.0,1.0,3.0,3.0, [0.255000 1表 1裏 1目 1～2局 1試] [0.055000 1表 1裏 2目 2～4局 200試] [0.040000 1表 2裏 2目 1～4局 200試] [0.030000 1表 2裏 3目 2～6局 200試] [0.000000 1表 3裏 3目 1～6局 200試]
0.75,0.1,0.5,0.0,200.0,1.0,4.0,4.0,0.5,0.0,200.0,1.0,4.0,4.0, [0.175000 1表 1裏 1目 1～2局 1試] [0.135000 1表 1裏 2目 2～4局 200試] [0.085000 1表 2裏 2目 1～4局 200試] [0.080000 1表 1裏 3目 3～6局 200試] [0.030000 1表 2裏 3目 2～6局 200試] [0.020000 2表 3裏 3目 1～4局 200試] [0.000000 1表 4裏 4目 1～8局 200試]
0.76,0.1,0.5,0.0,200.0,1.0,4.0,6.0,0.5,0.0,200.0,1.0,4.0,6.0, [0.200000 1表 1裏 1目 1～2局 1試] [0.100000 1表 1裏 2目 2～4局 200試] [0.015000 1表 2裏 2目 1～4局 200試] [0.005000 1表 2裏 3目 2～6局 200試] [0.000000 1表 4裏 6目 3～13局 200試]
0.77,0.1,0.5,0.0,200.0,2.0,2.0,5.0,0.5,0.0,200.0,2.0,2.0,5.0, [0.210000 1表 1裏 1目 1～2局 1試] [0.090000 1表 1裏 2目 2～4局 200試] [0.035000 1表 2裏 2目 1～4局 200試] [0.005000 1表 3裏 3目 1～6局 200試] [0.000000 2表 2裏 5目 3～6局 200試]
0.78,0.1,0.5,0.0,200.0,1.0,2.0,2.0,0.5,0.0,200.0,1.0,2.0,2.0, [0.195000 1表 1裏 1目 1～2局 1試] [0.125000 1表 1裏 2目 2～4局 200試] [0.000000 1表 2裏 2目 1～4局 200試]
0.79,0.1,0.5,0.0,200.0,2.0,4.0,5.0,0.5,0.0,200.0,2.0,4.0,5.0, [0.220000 1表 1裏 1目 1～2局 1試] [0.150000 1表 1裏 2目 2～4局 200試] [0.095000 1表 2裏 2目 1～4局 200試] [0.065000 1表 1裏 3目 3～6局 200試] [0.030000 1表 2裏 3目 2～6局 200試] [0.005000 1表 3裏 4目 2～8局 200試] [0.000000 2表 4裏 5目 2～6局 200試]
0.8,0.1,0.5,0.0,200.0,2.0,5.0,7.0,0.5,0.0,200.0,2.0,5.0,7.0, [0.250000 1表 1裏 1目 1～2局 1試] [0.125000 1表 1裏 2目 2～4局 200試] [0.120000 1表 2裏 2目 1～4局 200試] [0.085000 1表 1裏 3目 3～6局 200試] [0.005000 1表 2裏 3目 2～6局 200試] [0.000000 2表 5裏 7目 2～8局 200試]
0.81,0.1,0.5,0.0,200.0,2.0,2.0,8.0,0.5,0.0,200.0,2.0,2.0,8.0, [0.280000 1表 1裏 1目 1～2局 1試] [0.120000 1表 1裏 2目 2～4局 200試] [0.065000 1表 2裏 2目 1～4局 200試] [0.050000 1表 1裏 4目 4～8局 200試] [-0.020000 1表 2裏 4目 3～8局 200試] [-0.010000 1表 3裏 4目 2～8局 200試] [-0.005000 1表 3裏 6目 3～13局 200試] [0.000000 2表 2裏 8目 4～8局 200試]
0.82,0.1,0.5,0.0,200.0,1.0,2.0,9.0,0.5,0.0,200.0,1.0,2.0,9.0, [0.245000 1表 1裏 1目 1～2局 1試] [0.180000 1表 1裏 2目 2～4局 200試] [0.165000 1表 2裏 2目 1～4局 200試] [0.065000 1表 1裏 3目 3～6局 200試] [0.055000 1表 3裏 3目 1～6局 200試] [0.035000 1表 1裏 4目 4～8局 200試] [0.025000 1表 3裏 4目 2～8局 200試] [0.015000 1表 1裏 5目 5～10局 200試] [-0.005000 1表 4裏 5目 2～10局 200試] [0.000000 1表 2裏 9目 6～19局 200試]
0.83,0.1,0.5,0.0,200.0,3.0,4.0,10.0,0.5,0.0,200.0,3.0,4.0,10.0, [0.310000 1表 1裏 1目 1～2局 1試] [0.135000 1表 1裏 2目 2～4局 200試] [0.035000 1表 1裏 3目 3～6局 200試] [0.005000 1表 3裏 3目 1～6局 200試] [0.000000 3表 4裏 10目 3～8局 200試]
0.84,0.1,0.5,0.0,200.0,2.0,2.0,7.0,0.5,0.0,200.0,2.0,2.0,7.0, [0.290000 1表 1裏 1目 1～2局 1試] [0.150000 1表 1裏 2目 2～4局 200試] [0.075000 1表 2裏 2目 1～4局 200試] [0.065000 1表 1裏 4目 4～8局 200試] [-0.005000 1表 2裏 4目 3～8局 200試] [0.000000 2表 2裏 7目 4～8局 200試]
0.85,0.1,0.5,0.0,200.0,1.0,1.0,5.0,0.5,0.0,200.0,1.0,1.0,5.0, [0.320000 1表 1裏 1目 1～2局 1試] [0.125000 1表 1裏 2目 2～4局 200試] [0.020000 1表 1裏 3目 3～6局 200試] [0.010000 1表 1裏 4目 4～8局 200試] [-0.005000 1表 3裏 4目 2～8局 200試] [0.000000 1表 1裏 5目 5～10局 200試]
0.86,0.1,0.5,0.0,200.0,3.0,4.0,10.0,0.5,0.0,200.0,3.0,4.0,10.0, [0.335000 1表 1裏 1目 1～2局 1試] [0.205000 1表 1裏 2目 2～4局 200試] [0.180000 1表 2裏 2目 1～4局 200試] [0.170000 1表 1裏 3目 3～6局 200試] [0.050000 1表 2裏 3目 2～6局 200試] [0.040000 1表 3裏 3目 1～6局 200試] [0.015000 1表 1裏 4目 4～8局 200試] [0.010000 1表 3裏 4目 2～8局 200試] [0.005000 1表 2裏 5目 3～10局 200試] [0.000000 3表 4裏 10目 3～8局 200試]
0.87,0.1,0.5,0.0,200.0,1.0,6.0,9.0,0.5,0.0,200.0,1.0,6.0,9.0, [0.310000 1表 1裏 1目 1～2局 1試] [0.120000 1表 1裏 2目 2～4局 200試] [0.075000 1表 1裏 3目 3～6局 200試] [0.050000 1表 2裏 3目 2～6局 200試] [0.030000 1表 3裏 3目 1～6局 200試] [0.015000 1表 1裏 4目 4～8局 200試] [-0.010000 1表 5裏 5目 1～10局 200試] [-0.005000 1表 5裏 6目 2～13局 200試] [0.000000 1表 6裏 9目 3～19局 200試]
0.88,0.1,0.5,0.0,200.0,1.0,4.0,7.0,0.5,0.0,200.0,1.0,4.0,7.0, [0.290000 1表 1裏 1目 1～2局 1試] [0.140000 1表 1裏 2目 2～4局 200試] [0.135000 1表 2裏 2目 1～4局 200試] [0.080000 1表 1裏 3目 3～6局 200試] [0.010000 1表 1裏 4目 4～8局 200試] [-0.005000 1表 2裏 4目 3～8局 200試] [0.000000 1表 4裏 7目 3～15局 200試]
0.89,0.1,0.5,0.0,200.0,4.0,9.0,13.0,0.5,0.0,200.0,4.0,9.0,13.0, [0.320000 1表 1裏 1目 1～2局 1試] [0.180000 1表 1裏 2目 2～4局 200試] [0.115000 1表 1裏 3目 3～6局 200試] [0.065000 1表 2裏 3目 2～6局 200試] [0.040000 1表 3裏 4目 2～8局 200試] [-0.005000 1表 4裏 5目 2～10局 200試] [0.000000 4表 9裏 13目 2～8局 200試]
0.9,0.1,0.5,0.0,200.0,2.0,7.0,11.0,0.5,0.0,200.0,2.0,7.0,11.0, [0.305000 1表 1裏 1目 1～2局 1試] [0.190000 1表 1裏 2目 2～4局 200試] [0.160000 1表 2裏 2目 1～4局 200試] [0.135000 1表 1裏 3目 3～6局 200試] [0.100000 1表 2裏 3目 2～6局 200試] [0.085000 1表 1裏 4目 4～8局 200試] [0.040000 1表 2裏 4目 3～8局 200試] [-0.010000 1表 1裏 5目 5～10局 200試] [0.005000 1表 2裏 5目 3～10局 200試] [0.000000 2表 7裏 11目 3～13局 200試]
0.91,0.1,0.5,0.0,200.0,1.0,1.0,5.0,0.5,0.0,200.0,1.0,1.0,5.0, [0.305000 1表 1裏 1目 1～2局 1試] [0.240000 1表 1裏 2目 2～4局 200試] [0.220000 1表 2裏 2目 1～4局 200試] [0.150000 1表 1裏 3目 3～6局 200試] [0.140000 1表 3裏 3目 1～6局 200試] [0.040000 1表 1裏 4目 4～8局 200試] [0.010000 1表 2裏 4目 3～8局 200試] [0.000000 1表 1裏 5目 5～10局 200試]
0.92,0.1,0.5,0.0,200.0,1.0,5.0,5.0,0.5,0.0,200.0,1.0,5.0,5.0, [0.375000 1表 1裏 1目 1～2局 1試] [0.180000 1表 1裏 2目 2～4局 200試] [0.100000 1表 2裏 3目 2～6局 200試] [0.025000 1表 1裏 4目 4～8局 200試] [0.000000 1表 5裏 5目 1～10局 200試]
0.93,0.1,0.5,0.0,200.0,2.0,2.0,9.0,0.5,0.0,200.0,2.0,2.0,9.0, [0.320000 1表 1裏 1目 1～2局 1試] [0.205000 1表 1裏 2目 2～4局 200試] [0.185000 1表 2裏 2目 1～4局 200試] [0.150000 1表 1裏 3目 3～6局 200試] [0.110000 1表 2裏 3目 2～6局 200試] [0.020000 1表 1裏 4目 4～8局 200試] [0.005000 1表 2裏 5目 3～10局 200試] [0.000000 2表 2裏 9目 5～10局 200試]
0.94,0.1,0.5,0.0,200.0,1.0,6.0,10.0,0.5,0.0,200.0,1.0,6.0,10.0, [0.310000 1表 1裏 1目 1～2局 1試] [0.205000 1表 1裏 2目 2～4局 200試] [0.190000 1表 1裏 3目 3～6局 200試] [0.100000 1表 3裏 3目 1～6局 200試] [0.095000 1表 1裏 4目 4～8局 200試] [0.070000 1表 4裏 4目 1～8局 200試] [0.030000 1表 1裏 5目 5～10局 200試] [0.010000 1表 7裏 7目 1～15局 200試] [0.005000 1表 7裏 8目 2～17局 200試] [0.000000 1表 6裏 10目 3～22局 200試]
0.95,0.1,0.5,0.0,200.0,1.0,7.0,8.0,0.5,0.0,200.0,1.0,7.0,8.0, [0.350000 1表 1裏 1目 1～2局 1試] [0.270000 1表 1裏 2目 2～4局 200試] [0.230000 1表 2裏 2目 1～4局 200試] [0.180000 1表 1裏 3目 3～6局 200試] [0.160000 1表 2裏 3目 2～6局 200試] [0.055000 1表 1裏 4目 4～8局 200試] [0.045000 1表 3裏 4目 2～8局 200試] [0.035000 1表 7裏 7目 1～15局 200試] [-0.020000 1表 6裏 8目 3～17局 200試] [0.000000 1表 7裏 8目 2～17局 200試]
0.96,0.1,0.5,0.0,200.0,1.0,1.0,14.0,0.5,0.0,200.0,1.0,1.0,14.0, [0.360000 1表 1裏 1目 1～2局 1試] [0.305000 1表 1裏 2目 2～4局 200試] [0.225000 1表 2裏 2目 1～4局 200試] [0.205000 1表 1裏 3目 3～6局 200試] [0.185000 1表 3裏 3目 1～6局 200試] [0.105000 1表 1裏 4目 4～8局 200試] [0.090000 1表 2裏 4目 3～8局 200試] [0.080000 1表 1裏 5目 5～10局 200試] [0.065000 1表 4裏 5目 2～10局 200試] [0.055000 1表 3裏 6目 3～13局 200試] [0.025000 1表 7裏 8目 2～17局 200試] [-0.015000 1表 4裏 9目 3～19局 200試] [0.005000 1表 8裏 10目 3～22局 200試] [0.000000 1表 1裏 14目 14～30局 200試]
0.97,0.1,0.5,0.0,200.0,1.0,10.0,13.0,0.5,0.0,200.0,1.0,10.0,13.0, [0.370000 1表 1裏 1目 1～2局 1試] [0.290000 1表 1裏 2目 2～4局 200試] [0.215000 1表 1裏 3目 3～6局 200試] [0.155000 1表 2裏 3目 2～6局 200試] [0.135000 1表 2裏 4目 3～8局 200試] [0.105000 1表 1裏 5目 5～10局 200試] [0.095000 1表 2裏 5目 3～10局 200試] [0.080000 1表 4裏 5目 2～10局 200試] [0.075000 1表 4裏 6目 3～13局 200試] [0.035000 2表 3裏 7目 3～8局 200試] [0.030000 1表 4裏 8目 3～17局 200試] [0.020000 1表 4裏 9目 3～19局 200試] [-0.010000 1表 1裏 10目 10～22局 200試] [0.005000 1表 4裏 11目 5～24局 200試] [0.000000 1表 10裏 13目 3～28局 200試]
0.98,0.1,0.5,0.0,200.0,1.0,3.0,13.0,0.5,0.0,200.0,1.0,3.0,13.0, [0.380000 1表 1裏 1目 1～2局 1試] [0.285000 1表 1裏 2目 2～4局 200試] [0.230000 1表 1裏 3目 3～6局 200試] [0.220000 1表 3裏 3目 1～6局 200試] [0.120000 1表 1裏 4目 4～8局 200試] [0.060000 1表 3裏 4目 2～8局 200試] [0.030000 1表 1裏 5目 5～10局 200試] [0.010000 1表 2裏 5目 3～10局 200試] [0.005000 1表 6裏 11目 3～24局 200試] [0.000000 1表 3裏 13目 7～28局 200試]
0.99,0.1,0.5,0.0,200.0,1.0,16.0,18.0,0.5,0.0,200.0,1.0,16.0,18.0, [0.380000 1表 1裏 1目 1～2局 1試] [0.285000 1表 1裏 2目 2～4局 200試] [0.245000 1表 1裏 3目 3～6局 200試] [0.235000 1表 2裏 3目 2～6局 200試] [0.205000 1表 3裏 3目 1～6局 200試] [0.165000 1表 1裏 4目 4～8局 200試] [0.045000 1表 1裏 5目 5～10局 200試] [0.020000 2表 8裏 9目 2～10局 200試] [0.015000 1表 10裏 11目 2～24局 200試] [0.005000 1表 6裏 12目 3～26局 200試] [0.000000 1表 16裏 18目 3～39局 200試]
