p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.75,frozen,2000,0.4995,-0.0005000000000000004,1,1,41,0.4995,-0.0005000000000000004,1,1,41, [-0.150500 1表 1裏 1目 1～4局 2000試] [-0.081000 1表 1裏 2目 2～12局 2000試] [-0.054000 1表 1裏 3目 3～20局 2000試] [-0.022500 1表 1裏 4目 4～28局 2000試] [-0.022000 1表 1裏 5目 5～36局 2000試] [-0.020500 1表 1裏 9目 9～68局 2000試] [-0.017500 1表 1裏 10目 10～76局 2000試] [-0.014500 1表 1裏 11目 11～84局 2000試] [-0.003500 1表 1裏 12目 12～92局 2000試] [0.003500 2表 2裏 33目 17～132局 2000試] [-0.003000 3表 3裏 40目 13～108局 2000試] [-0.000500 1表 1裏 41目 41～324局 2000試]
0.51,0.75,frozen,2000,0.5005,0.0004999999999999449,2,2,11,0.5005,0.0004999999999999449,2,2,11, [-0.162000 1表 1裏 1目 1～4局 2000試] [-0.065000 1表 1裏 2目 2～12局 2000試] [-0.047500 1表 1裏 3目 3～20局 2000試] [-0.019000 1表 1裏 4目 4～28局 2000試] [-0.011500 1表 1裏 5目 5～36局 2000試] [0.002000 1表 1裏 6目 6～44局 2000試] [0.000500 2表 2裏 11目 6～44局 2000試]
0.52,0.75,frozen,2000,0.5,0.0,5,5,12,0.5,0.0,5,5,12, [-0.131500 1表 1裏 1目 1～4局 2000試] [-0.049500 1表 1裏 2目 2～12局 2000試] [-0.011500 1表 1裏 3目 3～20局 2000試] [0.003000 1表 1裏 5目 5～36局 2000試] [-0.002000 3表 3裏 10目 3～28局 2000試] [0.000000 5表 5裏 12目 2～20局 2000試]
0.53,0.75,frozen,2000,0.5005,0.0004999999999999449,1,1,4,0.5005,0.0004999999999999449,1,1,4, [-0.137500 1表 1裏 1目 1～4局 2000試] [-0.057000 1表 1裏 2目 2～12局 2000試] [0.004000 1表 1裏 3目 3～20局 2000試] [0.000500 1表 1裏 4目 4～28局 2000試]
0.54,0.75,frozen,2000,0.5,0.0,6,7,15,0.5,0.0,6,7,15, [-0.139500 1表 1裏 1目 1～4局 2000試] [-0.019000 1表 1裏 2目 2～12局 2000試] [-0.010500 1表 1裏 3目 3～20局 2000試] [-0.006500 2表 2裏 3目 2～12局 2000試] [-0.003500 4表 5裏 6目 1～12局 2000試] [0.002000 5表 8裏 10目 1～12局 2000試] [0.001000 4表 4裏 12目 3～20局 2000試] [0.000000 6表 7裏 15目 2～20局 2000試]
0.55,0.75,frozen,2000,0.4995,-0.0005000000000000004,5,6,8,0.4995,-0.0005000000000000004,5,6,8, [-0.100500 1表 1裏 1目 1～4局 2000試] [-0.011000 1表 1裏 2目 2～12局 2000試] [-0.002500 3表 3裏 5目 2～12局 2000試] [-0.000500 5表 6裏 8目 1～12局 2000試]
0.56,0.75,frozen,2000,0.5,0.0,9,9,11,0.5,0.0,9,9,11, [-0.122000 1表 1裏 1目 1～4局 2000試] [-0.019000 1表 1裏 2目 2～12局 2000試] [0.006500 2表 2裏 3目 2～12局 2000試] [0.002500 2表 2裏 4目 2～12局 2000試] [-0.001500 4表 4裏 7目 2～12局 2000試] [0.001500 5表 5裏 8目 2～12局 2000試] [0.001000 6表 7裏 10目 1～12局 2000試] [0.000000 9表 9裏 11目 1～12局 2000試]
0.57,0.75,frozen,2000,0.4995,-0.0005000000000000004,6,7,8,0.4995,-0.0005000000000000004,6,7,8, [-0.100500 1表 1裏 1目 1～4局 2000試] [0.026500 1表 1裏 2目 2～12局 2000試] [0.015000 2表 2裏 4目 2～12局 2000試] [0.007000 2表 3裏 4目 1～12局 2000試] [0.006000 3表 4裏 6目 2～12局 2000試] [0.004500 3表 5裏 6目 1～12局 2000試] [0.001000 4表 5裏 8目 2～12局 2000試] [-0.000500 6表 7裏 8目 1～12局 2000試]
0.58,0.75,frozen,2000,0.5,0.0,9,17,19,0.5,0.0,9,17,19, [-0.094000 1表 1裏 1目 1～4局 2000試] [0.024000 1表 1裏 2目 2～12局 2000試] [0.022000 2表 2裏 3目 2～12局 2000試] [0.014000 2表 2裏 4目 2～12局 2000試] [-0.010000 5表 5裏 7目 1～12局 2000試] [0.009000 6表 6裏 7目 1～12局 2000試] [-0.002000 4表 5裏 8目 2～12局 2000試] [0.001000 10表 14裏 18目 1～12局 2000試] [0.000000 9表 17裏 19目 1～16局 2000試]
0.59,0.75,frozen,2000,0.4995,-0.0005000000000000004,2,3,10,0.4995,-0.0005000000000000004,2,3,10, [-0.097000 1表 1裏 1目 1～4局 2000試] [0.051500 1表 1裏 2目 2～12局 2000試] [0.045000 2表 2裏 3目 2～12局 2000試] [0.027500 2表 2裏 4目 2～12局 2000試] [-0.013500 2表 3裏 5目 2～16局 2000試] [-0.003000 2表 3裏 6目 2～16局 2000試] [-0.000500 2表 3裏 10目 3～32局 2000試]
