p,failure_rate,turn_system,trials_series,best_p,best_p_error,best_h_step,best_t_step,best_span,latest_p,latest_p_error,latest_h_step,latest_t_step,latest_span,candidates
0.5,0.25,frozen,2000,0.4995,-0.0005000000000000004,10,10,34,0.4995,-0.0005000000000000004,10,10,34, [-0.027000 1表 1裏 1目 1～2局 2000試] [-0.022500 3表 3裏 3目 1～2局 2000試] [-0.018500 1表 1裏 4目 4～10局 2000試] [-0.010500 2表 2裏 7目 4～10局 2000試] [-0.007500 2表 2裏 10目 5～12局 2000試] [-0.004500 1表 1裏 21目 21～55局 2000試] [-0.002500 8表 10裏 21目 2～7局 2000試] [-0.001000 11表 12裏 26目 2～7局 2000試] [-0.000500 10表 10裏 34目 3～10局 2000試]
0.51,0.25,frozen,2000,0.5,0.0,3,3,11,0.5,0.0,3,3,11, [-0.024000 1表 1裏 1目 1～2局 2000試] [-0.016000 2表 2裏 2目 1～2局 2000試] [0.007500 1表 1裏 4目 4～10局 2000試] [0.002000 1表 1裏 6目 6～15局 2000試] [0.000000 3表 3裏 11目 4～10局 2000試]
0.52,0.25,frozen,2000,0.5005,0.0004999999999999449,5,5,5,0.5005,0.0004999999999999449,5,5,5, [-0.010500 1表 1裏 1目 1～2局 2000試] [-0.008500 1表 1裏 2目 2～4局 2000試] [-0.004500 3表 3裏 3目 1～2局 2000試] [-0.003000 3表 4裏 5目 1～4局 2000試] [0.000500 5表 5裏 5目 1～2局 2000試]
0.53,0.25,frozen,2000,0.5005,0.0004999999999999449,4,4,4,0.5005,0.0004999999999999449,4,4,4, [-0.006000 1表 1裏 1目 1～2局 2000試] [-0.002500 2表 2裏 2目 1～2局 2000試] [0.000500 4表 4裏 4目 1～2局 2000試]
0.54,0.25,frozen,2000,0.5,0.0,4,5,6,0.5,0.0,4,5,6, [0.012500 1表 1裏 1目 1～2局 2000試] [0.007500 2表 2裏 3目 2～4局 2000試] [-0.006500 2表 2裏 4目 2～4局 2000試] [-0.005500 2表 3裏 4目 1～4局 2000試] [-0.001500 3表 4裏 5目 1～4局 2000試] [0.001000 5表 5裏 5目 1～2局 2000試] [0.000000 4表 5裏 6目 1～4局 2000試]
0.55,0.25,frozen,2000,0.5,0.0,2,3,4,0.5,0.0,2,3,4, [0.008500 1表 1裏 1目 1～2局 2000試] [0.004000 1表 1裏 2目 2～4局 2000試] [-0.003500 2表 2裏 4目 2～4局 2000試] [0.000000 2表 3裏 4目 1～4局 2000試]
0.56,0.25,frozen,2000,0.5,0.0,5,5,5,0.5,0.0,5,5,5, [0.017500 1表 1裏 1目 1～2局 2000試] [0.000000 5表 5裏 5目 1～2局 2000試]
0.57,0.25,frozen,2000,0.5005,0.0004999999999999449,5,7,24,0.5005,0.0004999999999999449,5,7,24, [0.028000 1表 1裏 1目 1～2局 2000試] [0.008500 2表 2裏 2目 1～2局 2000試] [0.005000 3表 4裏 10目 3～8局 2000試] [-0.004000 4表 5裏 13目 3～8局 2000試] [-0.002000 3表 4裏 15目 4～11局 2000試] [-0.001500 5表 7裏 19目 3～8局 2000試] [0.000500 5表 7裏 24目 3～11局 2000試]
0.58,0.25,frozen,2000,0.5,0.0,3,4,14,0.5,0.0,3,4,14, [0.052500 1表 1裏 1目 1～2局 2000試] [0.036000 1表 1裏 2目 2～4局 2000試] [0.030000 3表 3裏 3目 1～2局 2000試] [-0.022500 2表 3裏 6目 2～6局 2000試] [0.013500 2表 3裏 10目 3～11局 2000試] [0.010500 4表 5裏 13目 3～8局 2000試] [0.000000 3表 4裏 14目 4～11局 2000試]
0.59,0.25,frozen,2000,0.5,0.0,6,8,16,0.5,0.0,6,8,16, [0.055000 1表 1裏 1目 1～2局 2000試] [0.051500 2表 2裏 2目 1～2局 2000試] [0.049500 4表 4裏 4目 1～2局 2000試] [-0.009500 2表 3裏 5目 2～6局 2000試] [-0.005000 3表 4裏 7目 2～6局 2000試] [0.002000 3表 5裏 8目 2～6局 2000試] [-0.001000 6表 11裏 13目 1～6局 2000試] [0.000000 6表 8裏 16目 2～6局 2000試]
0.6,0.25,frozen,2000,0.4995,-0.0005000000000000004,3,5,8,0.4995,-0.0005000000000000004,3,5,8, [0.063000 1表 1裏 1目 1～2局 2000試] [0.053000 2表 2裏 2目 1～2局 2000試] [0.032500 4表 4裏 4目 1～2局 2000試] [-0.026500 2表 3裏 5目 2～6局 2000試] [-0.010500 2表 3裏 6目 2～6局 2000試] [0.009000 2表 3裏 7目 2～8局 2000試] [-0.003000 2表 3裏 8目 3～8局 2000試] [0.001000 3表 4裏 8目 2～6局 2000試] [-0.000500 3表 5裏 8目 2～6局 2000試]
0.61,0.25,frozen,2000,0.5005,0.0004999999999999449,5,8,15,0.5005,0.0004999999999999449,5,8,15, [0.069500 1表 1裏 1目 1～2局 2000試] [-0.053500 1表 2裏 3目 2～6局 2000試] [0.009500 2表 3裏 5目 2～6局 2000試] [0.008500 3表 4裏 7目 2～6局 2000試] [0.007500 3表 5裏 8目 2～6局 2000試] [0.006000 5表 9裏 11目 1～6局 2000試] [0.001500 6表 11裏 13目 1～6局 2000試] [0.001000 5表 8裏 14目 2～6局 2000試] [0.000500 5表 8裏 15目 2～6局 2000試]
0.62,0.25,frozen,2000,0.4995,-0.0005000000000000004,3,5,16,0.4995,-0.0005000000000000004,3,5,16, [0.077500 1表 1裏 1目 1～2局 2000試] [0.076000 2表 2裏 2目 1～2局 2000試] [-0.015000 1表 2裏 3目 2～6局 2000試] [0.014000 2表 3裏 5目 2～6局 2000試] [-0.006500 3表 7裏 9目 1～6局 2000試] [0.002000 4表 5裏 10目 2～6局 2000試] [-0.000500 3表 5裏 16目 3～12局 2000試]
0.63,0.25,frozen,2000,0.4995,-0.0005000000000000004,7,19,20,0.4995,-0.0005000000000000004,7,19,20, [0.094500 1表 1裏 1目 1～2局 2000試] [-0.069500 1表 2裏 2目 1～3局 2000試] [-0.022000 1表 2裏 3目 2～6局 2000試] [-0.010000 3表 6裏 7目 1～6局 2000試] [0.002500 3表 6裏 8目 1～6局 2000試] [0.002000 4表 8裏 10目 1～6局 2000試] [-0.001500 4表 8裏 11目 1～6局 2000試] [0.001000 4表 11裏 12目 1～6局 2000試] [-0.000500 7表 19裏 20目 1～6局 2000試]
0.64,0.25,frozen,2000,0.5005,0.0004999999999999449,5,11,13,0.5005,0.0004999999999999449,5,11,13, [0.101000 1表 1裏 1目 1～2局 2000試] [-0.067500 1表 2裏 2目 1～3局 2000試] [-0.007000 1表 2裏 3目 2～6局 2000試] [-0.001500 2表 4裏 5目 1～6局 2000試] [-0.001000 3表 6裏 8目 1～6局 2000試] [0.000500 5表 11裏 13目 1～6局 2000試]
0.65,0.25,frozen,2000,0.5005,0.0004999999999999449,1,2,5,0.5005,0.0004999999999999449,1,2,5, [0.140000 1表 1裏 1目 1～2局 2000試] [-0.054500 1表 2裏 2目 1～3局 2000試] [0.022000 1表 2裏 3目 2～6局 2000試] [0.000500 1表 2裏 5目 3～10局 2000試]
0.66,0.25,frozen,2000,0.5,0.0,4,8,33,0.5,0.0,4,8,33, [0.102500 1表 1裏 1目 1～2局 2000試] [-0.038000 1表 2裏 2目 1～3局 2000試] [0.032000 1表 2裏 3目 2～6局 2000試] [-0.029000 3表 4裏 4目 1～3局 2000試] [0.024000 2表 4裏 5目 1～6局 2000試] [0.009500 1表 2裏 7目 4～14局 2000試] [0.005500 1表 2裏 9目 5～18局 2000試] [-0.004500 3表 5裏 10目 2～7局 2000試] [-0.001000 3表 6裏 13目 2～10局 2000試] [0.000000 4表 8裏 33目 4～18局 2000試]
0.67,0.25,frozen,2000,0.5,0.0,7,20,22,0.5,0.0,7,20,22, [0.123500 1表 1裏 1目 1～2局 2000試] [-0.039500 1表 2裏 2目 1～3局 2000試] [-0.029000 2表 3裏 3目 1～3局 2000試] [-0.011000 1表 2裏 4目 2～7局 2000試] [-0.009000 1表 2裏 6目 3～11局 2000試] [-0.008000 2表 4裏 7目 2～7局 2000試] [0.004000 3表 5裏 10目 2～7局 2000試] [0.002500 2表 4裏 12目 3～11局 2000試] [-0.001000 3表 8裏 12目 2～7局 2000試] [0.000000 7表 20裏 22目 1～7局 2000試]
0.68,0.25,frozen,2000,0.5005,0.0004999999999999449,2,4,4,0.5005,0.0004999999999999449,2,4,4, [0.155500 1表 1裏 1目 1～2局 2000試] [-0.008000 1表 2裏 2目 1～3局 2000試] [-0.005500 2表 3裏 3目 1～3局 2000試] [0.000500 2表 4裏 4目 1～3局 2000試]
0.69,0.25,frozen,2000,0.5005,0.0004999999999999449,5,9,9,0.5005,0.0004999999999999449,5,9,9, [0.156000 1表 1裏 1目 1～2局 2000試] [0.006000 1表 2裏 2目 1～3局 2000試] [-0.002500 3表 4裏 4目 1～3局 2000試] [0.001000 2表 4裏 7目 2～7局 2000試] [0.000500 5表 9裏 9目 1～3局 2000試]
0.7,0.25,frozen,2000,0.4995,-0.0005000000000000004,14,17,17,0.4995,-0.0005000000000000004,14,17,17, [0.163500 1表 1裏 1目 1～2局 2000試] [0.022500 1表 2裏 2目 1～3局 2000試] [-0.003500 2表 3裏 3目 1～3局 2000試] [0.003500 3表 5裏 5目 1～3局 2000試] [-0.001500 4表 5裏 5目 1～3局 2000試] [0.001500 4表 7裏 7目 1～3局 2000試] [-0.001000 5表 7裏 7目 1～3局 2000試] [-0.000500 14表 17裏 17目 1～3局 2000試]
0.71,0.25,frozen,2000,0.5005,0.0004999999999999449,6,18,20,0.5005,0.0004999999999999449,6,18,20, [0.153500 1表 1裏 1目 1～2局 2000試] [0.020000 1表 2裏 2目 1～3局 2000試] [-0.012500 1表 3裏 4目 1～7局 2000試] [0.005000 3表 5裏 5目 1～3局 2000試] [0.003000 8表 9裏 9目 1～3局 2000試] [-0.001000 6表 12裏 12目 1～3局 2000試] [0.000500 6表 18裏 20目 1～7局 2000試]
0.72,0.25,frozen,2000,0.5,0.0,1,3,4,0.5,0.0,1,3,4, [0.192000 1表 1裏 1目 1～2局 2000試] [0.024500 1表 2裏 2目 1～3局 2000試] [0.000000 1表 3裏 4目 1～7局 2000試]
