turn_system_name,failure_rate,p,span,t_step,h_step,a_victory_rate_by_trio,b_victory_rate_by_trio,no_victory_rate,a_victory_rate_by_duet,b_victory_rate_by_duet,unfair_point
alternating,0.1,0.64,5,3,2,0.4971976675679232,0.4925014773562368,0.01030085507584,0.5023725342371829,0.4976274657628171,1.1257837413210031e-05
alternating,0.1,0.65,5,3,2,0.4993019634121875,0.4897591160315625,0.01093892055625,0.5048241951781137,0.4951758048218863,4.654571823307136e-05
alternating,0.1,0.66,2,2,1,0.4857726672,0.5000138928,0.01421344,0.4927767195365293,0.5072232804634706,0.0001043515613079
alternating,0.1,0.67,2,2,1,0.4928822316000001,0.4924734084,0.01464436,0.5002074495661284,0.4997925504338718,8.607064497364757e-08
alternating,0.1,0.68,2,2,1,0.5001047424,0.4848134976,0.01508176,0.50776269754127,0.4922373024587299,0.0001205189462344
alternating,0.1,0.69,10,8,3,0.4878012094975231,0.5024796346183535,0.0097191558841188,0.4925887564078148,0.5074112435921805,0.0001098530631653
alternating,0.1,0.7,13,9,4,0.489211396033122,0.500210210217438,0.01057839374944,0.4944417960377901,0.50555820396221,6.178726257105244e-05
alternating,0.1,0.71,13,9,4,0.4907363474257228,0.4977633668837596,0.0115002856905092,0.4964456138143884,0.503554386185603,2.526732231287163e-05
alternating,0.1,0.72,12,11,3,0.4923902439429418,0.4951213084540699,0.0124884476029808,0.4986171987028879,0.5013828012971046,3.824278854568943e-06
alternating,0.1,0.73,7,5,2,0.4941878277157414,0.492265522014608,0.0135466502696436,0.5009743520571205,0.4990256479428724,1.8987238624436944e-06
alternating,0.1,0.74,7,5,2,0.4961444296383561,0.4891767466238474,0.0146788237377888,0.5035357420414593,0.4964642579585328,2.5002943567541533e-05
alternating,0.1,0.75,3,3,1,0.4880979580078125,0.4928075068359375,0.01909453515625,0.4975993869965465,0.5024006130034535,1.1525885584699908e-05
alternating,0.1,0.76,3,3,1,0.4946632103328768,0.4852146879608832,0.02012210170624,0.5048212753795376,0.4951787246204623,4.6489392570671576e-05
alternating,0.1,0.77,5,4,1,0.4880202063794802,0.4975455837824741,0.0144342098380353,0.4951675588285999,0.5048324411713896,4.670497534998378e-05
alternating,0.1,0.78,15,11,4,0.5058898211035474,0.4740785277921119,0.0200316511043344,0.5162307758956081,0.4837692241043855,0.0005268761723471
alternating,0.1,0.79,5,4,1,0.4913802845310055,0.4909706886661757,0.0176490268028087,0.5002084773548331,0.4997915226451566,8.69256149606879e-08
alternating,0.1,0.8,10,7,2,0.5135771071804369,0.4669409185967858,0.0194819742227575,0.5237814029714872,0.4762185970284927,0.0011311102545854
alternating,0.1,0.81,7,7,2,0.4910438678269663,0.4839157311381765,0.02504040103485,0.5036556061893993,0.4963443938105932,2.672691322400344e-05
alternating,0.1,0.82,13,11,4,0.5195786727187076,0.4534944320461176,0.026926895235168,0.5339564624430526,0.4660435375569404,0.0023060826832933
alternating,0.1,0.83,10,9,2,0.5007030422745526,0.4732897308450577,0.0260072268803815,0.5140726462177354,0.4859273537822562,0.0003960787431393
alternating,0.1,0.84,9,7,2,0.5037016026017189,0.4677230313002303,0.0285753660980374,0.5185184573490578,0.4814815426509283,0.0006858665251782
alternating,0.1,0.85,13,13,4,0.5171439810923495,0.449544452908073,0.0333115659995716,0.5349644858708636,0.4650355141291302,0.002445030544428
alternating,0.1,0.86,4,4,1,0.5243789598143535,0.439918855014784,0.0357021851708592,0.5437935788615943,0.4562064211384022,0.0038357550990136
alternating,0.1,0.87,13,12,3,0.5147028197032817,0.4476294798623717,0.0376677004343353,0.5348493653757498,0.4651506346242385,0.0024289565341858
alternating,0.1,0.88,10,4,3,0.5617272140218419,0.397251711071027,0.0410210749071248,0.5857555357302975,0.414244464269696,0.0147080238167817
alternating,0.1,0.89,9,9,2,0.5149802398711741,0.4399729620990529,0.0450467980297611,0.5392727505480667,0.4607272494519209,0.0030846978712223
alternating,0.1,0.9,5,4,1,0.529342287493957,0.4214608253440419,0.049196887161995,0.5567317569185796,0.443268243081414,0.0064369844861383
alternating,0.1,0.91,9,7,2,0.535188343113788,0.4111415320025603,0.0536701248836363,0.5655409991658349,0.4344590008341489,0.008591245143314
alternating,0.1,0.92,5,5,1,0.5366530011762666,0.4048464315932049,0.0585005672305156,0.5699982203894328,0.4300017796105534,0.0097995017153771
alternating,0.1,0.93,4,4,1,0.5854452175376335,0.357762756819648,0.0567920256427108,0.6206957886849518,0.3793042113150399,0.029134946812567
alternating,0.1,0.94,15,13,3,0.5561589591305084,0.3745235252399542,0.0693175156295174,0.5975818482354877,0.4024181517644907,0.0190444342101117
alternating,0.1,0.95,5,5,1,0.5624589068658258,0.3621857052998958,0.0753553878342664,0.6082973928203785,0.3917026071796085,0.0234566505833855
alternating,0.15,0.5,1,1,1,0.48875,0.48875,0.0225,0.5,0.5,0.0
alternating,0.15,0.51,3,1,1,0.4669987675452972,0.464169391426498,0.0688318410281841,0.5015192616347097,0.4984807383652679,4.616311829469696e-06
alternating,0.15,0.52,3,1,1,0.4683995243056297,0.4627362326964638,0.0688642429978728,0.5030410665504703,0.4969589334494934,1.849617152899968e-05
alternating,0.15,0.53,14,6,5,0.4835537899153371,0.475047449763132,0.0413987603215113,0.5044368501729867,0.4955631498269929,3.937127891524501e-05
alternating,0.15,0.54,3,1,1,0.4711844963144244,0.4598212722663498,0.0689942314191982,0.5061026603870397,0.4938973396129306,7.448492759944859e-05
alternating,0.15,0.55,3,1,1,0.4725733431103142,0.4583345345847871,0.0690921223048791,0.5076478075149401,0.4923521924850387,0.0001169779195714
alternating,0.15,0.56,8,4,3,0.4725961595712513,0.4896561633075301,0.0377476771211963,0.4911353792915448,0.508864620708432,0.0001571630006091
alternating,0.15,0.57,3,1,1,0.4753559207931835,0.4552892401528617,0.0693548390539332,0.510781058926853,0.4892189410731238,0.000232462463169
alternating,0.15,0.58,14,12,5,0.482140175839924,0.5041981067013648,0.0136617174587007,0.4888182729739441,0.5111817270260453,0.0002500620385702
alternating,0.15,0.59,6,5,2,0.4832634431712949,0.5022170824576719,0.0145194743710242,0.490383554624639,0.5096164453753518,0.0001849520433144
alternating,0.15,0.6,6,3,2,0.4823164485149995,0.4779061221099992,0.0397774293749989,0.5022965125690221,0.4977034874309755,1.054793995936375e-05
alternating,0.15,0.61,7,4,2,0.4927011209676625,0.5025393992195109,0.0047594798128078,0.4950573363662802,0.5049426636337009,4.885984759200502e-05
alternating,0.15,0.62,13,8,4,0.4947962047817407,0.5001150029895716,0.00508879222867,0.4973269985470547,0.5026730014529275,1.4289873534800114e-05
alternating,0.15,0.63,4,2,1,0.4968422286264984,0.4977171672672499,0.0054406041062323,0.4995601375622295,0.5004398624377511,3.869579283057212e-07
alternating,0.15,0.64,9,6,4,0.489095925383482,0.4913831280570753,0.01952094655944,0.4988336300170972,0.5011663699829,2.7208378740266928e-06
alternating,0.15,0.65,12,7,5,0.4903592758578616,0.4889660240482818,0.0206747000938469,0.5007113324906972,0.4992886675092928,1.0119878246571403e-06
alternating,0.15,0.66,15,11,5,0.491673374196536,0.4864432602281571,0.0218833655753025,0.502673563552802,0.4973264364471934,1.429588414176702e-05
alternating,0.15,0.67,11,6,5,0.4930463958277844,0.4838049994659074,0.0231486047062999,0.504730195609277,0.4952698043907145,4.474950100412736e-05
alternating,0.15,0.68,2,2,1,0.4839219863999999,0.4855042035999998,0.03057381,0.4991839413787654,0.5008160586212342,1.3319033465819982e-06
alternating,0.15,0.69,2,2,1,0.489882297112499,0.4786530503874993,0.0314646524999996,0.5057970247311999,0.4942029752687979,6.721099146831206e-05
alternating,0.15,0.7,9,5,4,0.4976028211529637,0.4750964172829653,0.0273007615640607,0.5115690456929819,0.4884309543070075,0.0002676856364928
alternating,0.15,0.71,10,7,3,0.4929808999416995,0.4998779007071856,0.0071411993510964,0.4965266960614153,0.503473303938566,2.412768049944632e-05
alternating,0.15,0.72,4,3,1,0.494721534637679,0.4974318997592485,0.0078465656030559,0.4986340998137886,0.5013659001861946,3.731366637338784e-06
alternating,0.15,0.73,11,10,3,0.4967222005627303,0.4948821730181768,0.0083956264190805,0.5009278032618475,0.4990721967381401,1.7216377854127688e-06
alternating,0.15,0.74,15,13,4,0.4988828993286498,0.4920280716655044,0.0090890290058351,0.5034588514325649,0.4965411485674244,2.392730646518605e-05
alternating,0.15,0.75,8,7,2,0.501236395234438,0.4889337888354066,0.00982981593014,0.5062123696496541,0.4937876303503303,7.718707332808002e-05
alternating,0.15,0.76,3,3,1,0.4754029402669151,0.4874183627022414,0.0371786970308396,0.4937603050543871,0.5062396949456089,7.786758602856475e-05
alternating,0.15,0.77,3,3,1,0.4802584375366415,0.4806194429920658,0.0391221194712872,0.4998121481081283,0.5001878518918659,7.057666655734624e-08
alternating,0.15,0.78,3,3,1,0.4852164138412758,0.4736421758608669,0.0411414102978523,0.5060354248815768,0.493964575118418,7.285270700237553e-05
alternating,0.15,0.79,3,3,1,0.4902827938274709,0.4664786705254481,0.0432385356470742,0.5124399467311924,0.4875600532688006,0.0003095045493499
alternating,0.15,0.8,4,4,1,0.4915784794140238,0.4940843819693687,0.0143371386165993,0.4987288236913806,0.5012711763086111,3.231778415169141e-06
alternating,0.15,0.81,3,3,1,0.5007652827251917,0.4515604359676277,0.0476742813071746,0.5258340428026543,0.4741659571973393,0.001334795535059
alternating,0.15,0.82,3,3,1,0.5061940690094195,0.4437889702519242,0.0500169607386507,0.5328453752216525,0.4671546247783416,0.0021576373469026
alternating,0.15,0.83,7,5,2,0.5292471318687701,0.4529601339040429,0.0177927342271711,0.5388344703929097,0.4611655296070741,0.0030162321813968
alternating,0.15,0.84,10,10,3,0.5174193572706025,0.4634926467180875,0.0190879960112957,0.5274880470078954,0.47251195299209,0.0015111854566173
alternating,0.15,0.85,8,6,2,0.5394460229547076,0.4400037352334472,0.0205502418118246,0.5507643638123879,0.4492356361875911,0.005154041266555
alternating,0.15,0.86,5,4,1,0.5215946601196291,0.4553623278798549,0.0230430120004949,0.5338972611145224,0.466102738885456,0.0022980486221336
alternating,0.15,0.87,4,4,1,0.5400189782195965,0.4365215635149655,0.023459458265415,0.5529918678648867,0.4470081321350898,0.0056162761196217
alternating,0.15,0.88,4,4,1,0.5482800822183284,0.4266292301926832,0.0250906875889717,0.5623908554759705,0.4376091445240123,0.007785237694049
alternating,0.15,0.89,3,3,1,0.5483327276379628,0.3827258952424315,0.0689413771195995,0.5889346966591588,0.4110653033408345,0.0158187605397143
alternating,0.15,0.9,10,9,3,0.5730107797615972,0.3982807038430906,0.0287085163952903,0.5899472912446514,0.4100527087553261,0.0161810304045043
alternating,0.15,0.91,4,3,1,0.5813008071787861,0.3880698384867245,0.0306293543344688,0.5996682587594636,0.4003317412405151,0.019867523608291
alternating,0.15,0.92,12,10,3,0.5901987971491959,0.3772035700910059,0.0325976327597777,0.6100861618034884,0.3899138381964905,0.0242379260412523
alternating,0.15,0.93,13,13,4,0.5961725572673021,0.3690852658364656,0.0347421768962105,0.6176303812284136,0.3823696187715638,0.0276738131758891
alternating,0.15,0.94,8,7,2,0.6099027967799195,0.3530934869961706,0.0370037162238946,0.6333386816285167,0.3666613183714675,0.035558408036866
alternating,0.15,0.95,7,7,2,0.6189335347495226,0.341679591191058,0.0393868740594051,0.6443109281309133,0.3556890718690718,0.0416512879560155
alternating,0.2,0.5,1,1,1,0.48,0.48,0.04,0.5,0.5,0.0
alternating,0.2,0.51,3,1,1,0.4794464615307634,0.4753772997994036,0.045176238669824,0.5021308444008987,0.4978691555990919,9.080995721722862e-06
alternating,0.2,0.52,3,1,1,0.4814759143879432,0.4733327238548638,0.045191361757184,0.5042643050172109,0.4957356949827796,3.636859455970099e-05
alternating,0.2,0.53,11,5,4,0.4887264335744158,0.4878557719311112,0.023417794494464,0.50044576976643,0.4995542302335609,3.974213693342078e-07
alternating,0.2,0.54,3,1,1,0.4855368089101874,0.4692112308148591,0.045251960274944,0.5085496787718047,0.4914503212281854,0.0001461940142022
alternating,0.2,0.55,14,6,5,0.492792107007999,0.4836859371519985,0.0235219558399997,0.5046627622149105,0.4953372377850867,4.34827029456199e-05
alternating,0.2,0.56,3,1,1,0.4896172067887472,0.4650294579193394,0.0453533352919039,0.51287793158368,0.48712206841631,0.0003316822437481
alternating,0.2,0.57,11,6,4,0.4835096681499803,0.4948252274864901,0.0216651043635185,0.4942169295059442,0.5057830704940445,6.688780867830592e-05
